paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00008431,맞벌이 부부의 가사 및 자녀 양육 분담에 관한 연구 - 억제 및 촉진 요인을 중심으로 -,강학중,가족과 문화,2005
P00008432,외국계 IT기업 남녀 신입사원의 생애 전환기 일-생활 균형 기획,김선미,가족자원경영과 정책,2016
P00008433,부부의 가사노동시간 변화: 2004년 - 2014년 생활시간조사자료 분석,김소영,가정과삶의질연구,2016
P00008434,"근로기혼여성의 이중노동부담에 관한 실증연구: 가사노동분담에 관한 협조적 적응, 이중노동부담, 적응체계 가설의검증",김진욱,한국사회복지학,2005
P00008435,맞벌이 여성의 시간 분배 결정요인,성지미,노동정책연구,2006
P00008436,맞벌이 부부의 무급노동분담에 대한 실증적 연구: 생활시간조사 자료를 중심으로,손문금,페미니즘연구,2005
P00008437,여성의 이중부담과 유급노동시간의 주변화 : 맞벌이부부를 중심으로,손문금,한국인구학,2005
P00008438,맞벌이 부부의 무급노동 및 여가 공유시간: 생활시간조사자료를 중심으로,손문금,통계연구,2011
P00008439,신자유주의시대 남성 생계부양자의식의 균열과 젠더관계의 변화,신경아,한국여성학,2014
P00008440,한국 기혼부부의 가사노동분업,은기수,한국인구학,2009
P00008441,맞벌이 부부의 여가시간과 영향요인에 관한연구,이승미,한국가정관리학회지,1996
P00008442,기혼 여성과 남성의 가사노동시간 차이와 영향요인 분석,장인수,여성연구,2017
P00008443,여성노동과 가족: 여성노동자에게 있어 가족만들기는 가능한가,정자환,성평등연구,2002
P00008444,일· 생활 균형을 위한 부부의 시간 배분과 정책과제,조성호,한국보건사회연구원,2018
P00008445,한국 맞벌이 부부 가사시간 결정요인 탐색,주익현,한국사회학회 사회학대회 논문집,2012
P00008446,유급노동･가사･돌봄･여가 시간사용이 여가만족도에 미치는 효과: 맞벌이 부부의 배우자 효과를 중심으로,주익현,한국인구학,2021
P00008447,미취학 자녀를 둔 도시 맞벌이 부부의 여가시간에 관한 연구,한영선,Human Ecology Research,2009
P00008448,맞벌이가구 여성과 남성의 가사노동시간에 관한 연구,허수연,한국여성학,2008
P00008517,다문화사회와 민주주의의 실현방안 - 외국인의 정치적 권리의 확대를 중심으로 -,김광재,법조,2019
P00008518,정주외국인의 참정권 보장에 관한 일고찰,김명식,미국헌법연구,2021
P00008519,이주민의 정치적 권리,김민정,정치·정보연구,2019
P00008520,외국인 지방참정권 현황과 시사점,김종갑,국회입법조사처 이슈와 논점,2021
P00008521,한민족 디아스포라와 재외국민참정권에 관한 연구 : 재외국민참정권의 쟁점과 전망,박채순,디아스포라연구,2008
P00008522,정주외국인의 피선거권 도입 가능성에 관한 연구,이윤환,디지털융복합연구,2013
P00008523,지방자치선거와 이주민의 참정권,임형백,다문화와 평화,2014
P00008524,국내체류외국인의 참정권과 법적 보호,정상기,과학기술법연구,2018
P00008525,한국의 이주민 참정권 제도의 도입배경과 특성에 대한 연구,정상호,민족연구,2010
P00008526,새로운 주권자들과 참정권의 확장: 이주시민 참정권의 이해와 제도설계,홍재우,한국정치연구,2010
P00008555,1970년대 후반 한국의 안보위기와 핵개발정책이중적 핵정책에 관한 반(反)사실적 분석,민병원,한국정치외교사논총,2004
P00008556,북핵위기시 중국의 대북 동맹안보딜레마 관리 연구: -대미관계의 변화를 주요 동인으로,박홍서,국제정치논총,2006
P00008831,한미의 대북정책의 전개와 변화: 김대중 정부시기 클린턴행정부와 부시행정부의 대북정책을 중심으로,김병문,세계지역연구논총,2005
P00008832,제2기 부시 행정부의 대북정책과 핵문제: 진단과 전망,김연수,북한연구학회보,2005
P00008833,오바마 행정부의 한반도정책: 평가와 전망,김용호,한국과 국제정치,2013
P00008834,오바마 행정부의 대북정책과 한반도 평화전망,김일수,한국동북아논총,2013
P00008835,오바마 행정부의 안보전략과 한미동맹: 현실주의 역외균형론을 넘어서,마상윤,국가전략,2010
P00008836,트럼프의 미국우선주의와 한미안보 관계의 쟁점,민정훈,세계지역연구논총,2017
P00008837,이명박 정부의 대미정책과 대안: 외교안보 문제를 중심으로,박건영,국가전략,2008
P00008838,제5장 오바마 행정부의 대북정책과 한·미관계 - 변화와 전망 -,박병철,통일전략,2010
P00008839,조지 W. 부시행정부의 대북정책 결정요인에 관한 분석,박성관,국제정치연구,2008
P00008840,트럼프 신 행정부의 대북정책과 향후 북미관계 전망: 한반도 안보에 대한 함의,박한규,국방정책연구,2017
P00008841,트럼프 행정부 시대 한미동맹 분석: 자율성 양보의 요구와 저항,박휘락,국가정책연구,2021
P00008842,박근혜 정부 대미 외교정책의 방향과 전략 - 미국의 정책기조와 한국의 국정과제 중심 -,송기돈,통일전략,2013
P00008843,문재인 정부와 한미동맹: 동맹의 지속성에 대한 고찰,안문석,한국동북아논총,2018
P00008844,오바마-이명박 정부의 북핵 정책에 대한 비판적 평가: 반주변의 시각,양길현,국제정치논총,2012
P00008845,ARIMA 시계열모형을 이용한 한미관계 예측 연구 : 2009∼2014,이성우,국제정치연구,2019
P00008846,부시 행정부의 대북 정책·전략과 북·미관계 전망,이헌경,통일정책연구,2001
P00008847,부시행정부의 대북정책과 우리의 대응전략,전동진,통일전략,2002
P00008848,오바마 행정부에서의 북‧미 대화: 분석과 전망,전성훈,전략연구,2010
P00008849,노무현 정부에서 한미공조와 남북관계,전형권,한국동북아논총,2003
P00008850,문재인 정부의 외교안보정책 평가,주인석,통일전략,2019
P00008851,“북중관계의 지정학” : 중국 지정학 전략의 ‘변화’와 대북 지정학 인식의 ‘지속’을 중심으로,차정미,동서연구,2019
P00008852,부시 대통령의 대북한 정책과 한미공조의 과제,홍규덕,국제관계연구,2002
P00008872,우크라이나 전쟁과 동아시아 지정학의 변화,백승욱,경제와 사회,2022
P00008874,우크라이나 사태와 미중관계: 중국의 전략적 판단을 중심으로,백영주,Journal of China Studies,2022
P00008875,핵의 관점에서 본 러시아-우크라이나 전쟁,양희용,세계지역연구논총,2022
P00008876,동맹을 가리지 않는 공급망 재편 경쟁: 미국 IRA와 EU의RMA,오일석,INSS 이슈브리프,2022
P00008878,러시아의 유라시아주의와 제국의 지정학,이문영,슬라브학보,2019
P00008880,우크라이나 전쟁이 동아시아 미-중 전략경쟁에 미친 영향 검토: 상수로서의 중국과 변수로서의 미국,이한얼,Journal of Global and Area Studies,2022
P00008881,바이든의 미국 우선주의: 중산층을 위한 외교,이혜정,한국정치연구,2021
P00008773,"푸틴의 우크라이나 전쟁, 바이든의 민주주의 기획, 그리고 새로운 국제 (무)질서",이혜정,동향과 전망,2022
P00008882,유럽의 우크라이나 전쟁 : 유럽 안보질서의 시대전환,장희경,뉴래디컬리뷰,2022
P00008885,우크라이나 전쟁이 국제 안보정세와 한반도에 미치는 영향과 함의,전재성,국방정책연구,2023
P00008886,경쟁적 공존과 미국의 제도적 균형,정구연,세계지역연구논총,2022
P00008887,러시아의 우크라이나 침략의 본질 - 러시아의 오래된 제국적 기획의 실현,정재원,경제와 사회,2022
P00008888,우크라이나 전쟁과 중국의 입장에 관한 연구,정호경,민족연구,2022
P00008889,"탈냉전 “30년의 위기”: 다시, 에드워드 할렛 카를 읽는 시간",차태서,한국과 국제정치,2020
P00008890,우크라이나 전쟁과 중러 연대의 심화 :미․중․ 러의 지정학적 대결과 한국의 대응방안,최재덕,중소연구,2022
P00008981,중국의 한국에 대한 인식: 수직적 인식을 넘어서 수평적 인식으로의 발전전망,고성빈,국가전략,2006
P00008982,중국인의 대한국 인식 변화와 사드,김상규,중소연구,2018
P00008983,한국의 대중국 해외직접투자의 정치경제,김석우,국제지역연구,2012
P00008984,근·현대 한국인의 중국 인식(認識)과 중국인의 한국 인식 변화,김진호,중국문화연구,2006
P00008985,문재인-시진핑 시기 한중 군사관계: 평가와 제언,김흥규,한국국가전략,2019
P00008986,한중관계 21년의 회고와 향후 발전을 위한 제언 - 구동존이(求同存異)에서 이중구동(異中求同)으로 -,김태호,전략연구,2013
P00008987,한중수교 20년과 한중군사관계 발전 : 회고와 전망,박창희,중소연구,2012
P00008988,한중관계에서의 기대와 실제의 격차 분석: 사드배치 논란의 사례 적용,박휘락,평화학연구,2018
P00008989,변하는 것과 변하지 않는 것―한중관계의 과거·현재·미래,백영서,역사비평,2012
P00008990,중국의 대한국 공공외교 성과와 한계 분석 : 시진핑 집권 시기를 중심으로,백우열,한국정치학회보,2017
P00000700,사드(THAAD) 배치를 둘러싼 한국과 중국의 정치적 갈등이 경제관계에 미치는 영향,송지연,한국과 국제정치,2020
P00008991,사드 갈등 이후 중국의 한국에 대한 인식,우완영,Jpi 정책포럼,2019
P00008992,중국의 한국 사드(THAAD) 배치에 대한 인식과 대응: 전략적 불편과 희망적 사고,이기현,국제관계연구,2018
P00000696,미중 경쟁시대에 한국의 중국에 대한 인식과 정책 : 한국 내 중국 전문가의 인식을 중심으로,이정남,아세아연구,2017
P00008994,중국인들의 한국인에 대한 긍정적 인식 및 부정적 인식이 한 중 간의 합리적 분쟁해결에 미치는 영향: 문화유입수용성의 매개효과와 한류콘텐츠 이용정도의 조절효과분석을 중심으로,이희진,한국엔터테인먼트산업학회논문지,2017
P00008996,중국의 일대일로에 대한 조정과 한국의 대응,조형진,국제.지역연구,2020
P00008997,중국의 동북공정에 대한 한국 학계의 인식 분석: 정체성 정치를 중심으로,차정미,문화와 정치,2019
P00009182,한국 남성과 결혼한 중국조선족 여성의 결혼생활 실태에 관한 연구,강유진,한국가족관계학회지,1999
P00009183,베이징 ‘왕징[望京]’ 코리안타운 지역의 韓-中 ‘異文化’ 갈등요소와 해소방안 연구,강진석,국제지역연구,2007
P00009184,‘사드사태’부터 ‘코로나 팬데믹’에 이르는 시기 생성된 동아시아 한류의 변화와 그 문화공간적 함의,강진석,중국학연구,2020
P00009185,동북아시아 이주와 장소구성에 관한 사례연구 중국 청도(靑島) 한인 집거지를 통해,구지영,동북아 문화연구,2013
P00009186,‘한한령(限韓令) ’을 통해 본 중국 대외문화정책의 딜레마,권기영,중국문화연구,2017
P00009187,한중 문화교류의 현황과 사회적 영향,김도희,현대중국연구,2008
P00008982,중국인의 대한국 인식 변화와 사드,김상규,중소연구,2018
P00009189,서울 서남권 중국동포타운과 동포단체,김용선,재외한인연구,2018
P00009190,‘재한 중국동포’의 정치적 초국가주의 실천과 함의,김윤태,중국과 중국학,2021
P00009191,신자유주의의 위기와 중국의 개혁 담론- 금융위기 이후 최근 논의와 관련해서,김도희,중소연구,2009
P00009192,중국에서의 한류와 반한류 - 문화접변에서 혼종화로,김익기,지역사회학(Korean Regional Sociology),2013
P00009193,한한령 시기 한류 전파에서 팬과 팬덤의 역할과 의의 ― 중국 내 ＜아스달 연대기＞ 범중국 팬의 온라인 팬덤 활동을 중심으로,김정은,중국학논총,2021
P00009194,2002년 전후 중국 동북공정의 추진과정과 추진 주체,김지훈,백산학보,2020
P00009195,부산과 중국 자매·우호협력도시와의 사회문화적 교류현황과 과제,김창경,중국학,2013
P00009196,한중 문화산업 교류와 그 문제점에 관한 연구 - 정치·경제적 난제를 중심으로,김태식,중국학,2021
P00009197,한중 문화교류의 특징,노남중,지역발전연구,2016
P00009198,재중 장기체류자의 문화갈등 유형과 대중국인식의 변화 - 북경지역을 중심으로,민귀식,중국학연구,2010
P00009199,한국의 사드 배치 결정 전과 후 중국인의 한국에 대한 인식 변화 비교 연구 - 한국 관광업계 및 유통 채널의 시사점을 중심으로 -,박성준,물류학회지,2018
